qid,topic,difficulty,model,method,answer_type,original_tokens,used_tokens,cosine_similarity
Binary_Search_Tree-e-012,binary_search_tree,SBERT,truncation,short_answer,8,8,0.7307,
Binary_Search_Tree-e-012,binary_search_tree,SBERT,truncation,long_answer,158,158,0.7488,
Binary_Search_Tree-e-013,binary_search_tree,SBERT,truncation,short_answer,16,16,0.484,
Binary_Search_Tree-e-013,binary_search_tree,SBERT,truncation,long_answer,313,313,0.6466,
Binary_Search_Tree-e-014,binary_search_tree,SBERT,truncation,short_answer,12,12,0.745,
Binary_Search_Tree-e-014,binary_search_tree,SBERT,truncation,long_answer,239,239,0.7624,
Binary_Search_Tree-e-015,binary_search_tree,SBERT,truncation,short_answer,13,13,0.7237,
Binary_Search_Tree-e-015,binary_search_tree,SBERT,truncation,long_answer,231,231,0.7982,
Binary_Search_Tree-e-016,binary_search_tree,SBERT,truncation,short_answer,13,13,0.7904,
Binary_Search_Tree-e-016,binary_search_tree,SBERT,truncation,long_answer,205,205,0.6389,
Binary_Search_Tree-e-017,binary_search_tree,SBERT,truncation,short_answer,12,12,0.7056,
Binary_Search_Tree-e-017,binary_search_tree,SBERT,truncation,long_answer,261,261,0.7703,
Binary_Search_Tree-e-018,binary_search_tree,SBERT,truncation,short_answer,13,13,0.8925,
Binary_Search_Tree-e-018,binary_search_tree,SBERT,truncation,long_answer,222,222,0.6492,
Binary_Search_Tree-e-019,binary_search_tree,SBERT,truncation,short_answer,10,10,0.8582,
Binary_Search_Tree-e-019,binary_search_tree,SBERT,truncation,long_answer,201,201,0.8351,
Binary_Search_Tree-e-020,binary_search_tree,SBERT,truncation,short_answer,12,12,0.5561,
Binary_Search_Tree-e-020,binary_search_tree,SBERT,truncation,long_answer,204,204,0.6943,
Dynamic_Programming-e-001,dynamic_programming,SBERT,truncation,short_answer,10,10,0.7737,
Dynamic_Programming-e-001,dynamic_programming,SBERT,truncation,long_answer,217,217,0.7776,
Dynamic_Programming-e-002,dynamic_programming,SBERT,truncation,short_answer,9,9,0.6804,
Dynamic_Programming-e-002,dynamic_programming,SBERT,truncation,long_answer,187,187,0.6219,
Dynamic_Programming-e-003,dynamic_programming,SBERT,truncation,short_answer,9,9,0.7184,
Dynamic_Programming-e-003,dynamic_programming,SBERT,truncation,long_answer,177,177,0.7308,
Dynamic_Programming-e-004,dynamic_programming,SBERT,truncation,short_answer,9,9,0.6898,
Dynamic_Programming-e-004,dynamic_programming,SBERT,truncation,long_answer,158,158,0.7167,
Dynamic_Programming-e-009,dynamic_programming,SBERT,truncation,short_answer,8,8,0.7625,
Dynamic_Programming-e-009,dynamic_programming,SBERT,truncation,long_answer,179,179,0.6122,
Dynamic_Programming-e-010,dynamic_programming,SBERT,truncation,short_answer,8,8,0.4466,
Dynamic_Programming-e-010,dynamic_programming,SBERT,truncation,long_answer,137,137,0.6813,
Dynamic_Programming-e-011,dynamic_programming,SBERT,truncation,short_answer,11,11,0.7229,
Dynamic_Programming-e-011,dynamic_programming,SBERT,truncation,long_answer,146,146,0.7435,
Dynamic_Programming-e-012,dynamic_programming,SBERT,truncation,short_answer,7,7,0.7184,
Dynamic_Programming-e-012,dynamic_programming,SBERT,truncation,long_answer,122,122,0.7074,
Dynamic_Programming-e-013,dynamic_programming,SBERT,truncation,short_answer,11,11,0.5629,
Dynamic_Programming-e-013,dynamic_programming,SBERT,truncation,long_answer,181,181,0.7614,
Dynamic_Programming-e-014,dynamic_programming,SBERT,truncation,short_answer,9,9,0.663,
Dynamic_Programming-e-014,dynamic_programming,SBERT,truncation,long_answer,147,147,0.6397,
Dynamic_Programming-e-015,dynamic_programming,SBERT,truncation,short_answer,9,9,0.719,
Dynamic_Programming-e-015,dynamic_programming,SBERT,truncation,long_answer,136,136,0.539,
Dynamic_Programming-e-016,dynamic_programming,SBERT,truncation,short_answer,11,11,0.8067,
Dynamic_Programming-e-016,dynamic_programming,SBERT,truncation,long_answer,131,131,0.6128,
Dynamic_Programming-e-017,dynamic_programming,SBERT,truncation,short_answer,13,13,0.8687,
Dynamic_Programming-e-017,dynamic_programming,SBERT,truncation,long_answer,192,192,0.7634,
Dynamic_Programming-e-018,dynamic_programming,SBERT,truncation,short_answer,10,10,0.7022,
Dynamic_Programming-e-018,dynamic_programming,SBERT,truncation,long_answer,175,175,0.7319,
Dynamic_Programming-e-019,dynamic_programming,SBERT,truncation,short_answer,11,11,0.501,
Dynamic_Programming-e-019,dynamic_programming,SBERT,truncation,long_answer,141,141,0.5647,
Dynamic_Programming-e-020,dynamic_programming,SBERT,truncation,short_answer,9,9,0.8974,
Dynamic_Programming-e-020,dynamic_programming,SBERT,truncation,long_answer,160,160,0.5266,
Dynamic_Programming-e-001,dynamic_programming,SBERT,truncation,short_answer,10,10,0.7737,
Dynamic_Programming-e-001,dynamic_programming,SBERT,truncation,long_answer,217,217,0.7776,
Dynamic_Programming-e-002,dynamic_programming,SBERT,truncation,short_answer,9,9,0.6804,
Dynamic_Programming-e-002,dynamic_programming,SBERT,truncation,long_answer,187,187,0.6219,
Dynamic_Programming-e-003,dynamic_programming,SBERT,truncation,short_answer,9,9,0.7184,
Dynamic_Programming-e-003,dynamic_programming,SBERT,truncation,long_answer,177,177,0.7308,
Dynamic_Programming-e-004,dynamic_programming,SBERT,truncation,short_answer,9,9,0.6898,
Dynamic_Programming-e-004,dynamic_programming,SBERT,truncation,long_answer,158,158,0.7167,
Dynamic_Programming-e-009,dynamic_programming,SBERT,truncation,short_answer,8,8,0.7625,
Dynamic_Programming-e-009,dynamic_programming,SBERT,truncation,long_answer,179,179,0.6122,
Dynamic_Programming-e-010,dynamic_programming,SBERT,truncation,short_answer,8,8,0.4466,
Dynamic_Programming-e-010,dynamic_programming,SBERT,truncation,long_answer,137,137,0.6813,
Dynamic_Programming-e-011,dynamic_programming,SBERT,truncation,short_answer,11,11,0.7229,
Dynamic_Programming-e-011,dynamic_programming,SBERT,truncation,long_answer,146,146,0.7435,
Dynamic_Programming-e-012,dynamic_programming,SBERT,truncation,short_answer,7,7,0.7184,
Dynamic_Programming-e-012,dynamic_programming,SBERT,truncation,long_answer,122,122,0.7074,
Dynamic_Programming-e-013,dynamic_programming,SBERT,truncation,short_answer,11,11,0.5629,
Dynamic_Programming-e-013,dynamic_programming,SBERT,truncation,long_answer,181,181,0.7614,
Dynamic_Programming-e-014,dynamic_programming,SBERT,truncation,short_answer,9,9,0.663,
Dynamic_Programming-e-014,dynamic_programming,SBERT,truncation,long_answer,147,147,0.6397,
Dynamic_Programming-e-015,dynamic_programming,SBERT,truncation,short_answer,9,9,0.719,
Dynamic_Programming-e-015,dynamic_programming,SBERT,truncation,long_answer,136,136,0.539,
Dynamic_Programming-e-016,dynamic_programming,SBERT,truncation,short_answer,11,11,0.8067,
Dynamic_Programming-e-016,dynamic_programming,SBERT,truncation,long_answer,131,131,0.6128,
Dynamic_Programming-e-017,dynamic_programming,SBERT,truncation,short_answer,13,13,0.8687,
Dynamic_Programming-e-017,dynamic_programming,SBERT,truncation,long_answer,192,192,0.7634,
Dynamic_Programming-e-018,dynamic_programming,SBERT,truncation,short_answer,10,10,0.7022,
Dynamic_Programming-e-018,dynamic_programming,SBERT,truncation,long_answer,175,175,0.7319,
Dynamic_Programming-e-019,dynamic_programming,SBERT,truncation,short_answer,11,11,0.501,
Dynamic_Programming-e-019,dynamic_programming,SBERT,truncation,long_answer,141,141,0.5647,
Dynamic_Programming-e-020,dynamic_programming,SBERT,truncation,short_answer,9,9,0.8974,
Dynamic_Programming-e-020,dynamic_programming,SBERT,truncation,long_answer,160,160,0.5266,
Dynamic_Programming-e-001,dynamic_programming,SBERT,truncation,short_answer,10,10,0.7737,
Dynamic_Programming-e-001,dynamic_programming,SBERT,truncation,long_answer,217,217,0.7776,
Dynamic_Programming-e-002,dynamic_programming,SBERT,truncation,short_answer,9,9,0.6804,
Dynamic_Programming-e-002,dynamic_programming,SBERT,truncation,long_answer,187,187,0.6219,
Dynamic_Programming-e-003,dynamic_programming,SBERT,truncation,short_answer,9,9,0.7184,
Dynamic_Programming-e-003,dynamic_programming,SBERT,truncation,long_answer,177,177,0.7308,
Dynamic_Programming-e-004,dynamic_programming,SBERT,truncation,short_answer,9,9,0.6898,
Dynamic_Programming-e-004,dynamic_programming,SBERT,truncation,long_answer,158,158,0.7167,
Dynamic_Programming-e-009,dynamic_programming,SBERT,truncation,short_answer,8,8,0.7625,
Dynamic_Programming-e-009,dynamic_programming,SBERT,truncation,long_answer,179,179,0.6122,
Dynamic_Programming-e-010,dynamic_programming,SBERT,truncation,short_answer,8,8,0.4466,
Dynamic_Programming-e-010,dynamic_programming,SBERT,truncation,long_answer,137,137,0.6813,
Dynamic_Programming-e-011,dynamic_programming,SBERT,truncation,short_answer,11,11,0.7229,
Dynamic_Programming-e-011,dynamic_programming,SBERT,truncation,long_answer,146,146,0.7435,
Dynamic_Programming-e-012,dynamic_programming,SBERT,truncation,short_answer,7,7,0.7184,
Dynamic_Programming-e-012,dynamic_programming,SBERT,truncation,long_answer,122,122,0.7074,
Dynamic_Programming-e-013,dynamic_programming,SBERT,truncation,short_answer,11,11,0.5629,
Dynamic_Programming-e-013,dynamic_programming,SBERT,truncation,long_answer,181,181,0.7614,
Dynamic_Programming-e-014,dynamic_programming,SBERT,truncation,short_answer,9,9,0.663,
Dynamic_Programming-e-014,dynamic_programming,SBERT,truncation,long_answer,147,147,0.6397,
Dynamic_Programming-e-015,dynamic_programming,SBERT,truncation,short_answer,9,9,0.719,
Dynamic_Programming-e-015,dynamic_programming,SBERT,truncation,long_answer,136,136,0.539,
Dynamic_Programming-e-016,dynamic_programming,SBERT,truncation,short_answer,11,11,0.8067,
Dynamic_Programming-e-016,dynamic_programming,SBERT,truncation,long_answer,131,131,0.6128,
Dynamic_Programming-e-017,dynamic_programming,SBERT,truncation,short_answer,13,13,0.8687,
Dynamic_Programming-e-017,dynamic_programming,SBERT,truncation,long_answer,192,192,0.7634,
Dynamic_Programming-e-018,dynamic_programming,SBERT,truncation,short_answer,10,10,0.7022,
Dynamic_Programming-e-018,dynamic_programming,SBERT,truncation,long_answer,175,175,0.7319,
Dynamic_Programming-e-019,dynamic_programming,SBERT,truncation,short_answer,11,11,0.501,
Dynamic_Programming-e-019,dynamic_programming,SBERT,truncation,long_answer,141,141,0.5647,
Dynamic_Programming-e-020,dynamic_programming,SBERT,truncation,short_answer,9,9,0.8974,
Dynamic_Programming-e-020,dynamic_programming,SBERT,truncation,long_answer,160,160,0.5266,
Graphs-e-001,graphs,SBERT,truncation,short_answer,8,8,0.6592,
Graphs-e-001,graphs,SBERT,truncation,long_answer,230,230,0.768,
Graphs-e-002,graphs,SBERT,truncation,short_answer,9,9,0.8103,
Graphs-e-002,graphs,SBERT,truncation,long_answer,213,213,0.802,
Graphs-e-003,graphs,SBERT,truncation,short_answer,9,9,0.6859,
Graphs-e-003,graphs,SBERT,truncation,long_answer,176,176,0.6928,
Graphs-e-004,graphs,SBERT,truncation,short_answer,5,5,0.7494,
Graphs-e-004,graphs,SBERT,truncation,long_answer,167,167,0.7752,
Graphs-e-005,graphs,SBERT,truncation,short_answer,6,6,0.5917,
Graphs-e-005,graphs,SBERT,truncation,long_answer,195,195,0.7392,
Graphs-e-006,graphs,SBERT,truncation,short_answer,7,7,0.784,
Graphs-e-006,graphs,SBERT,truncation,long_answer,151,151,0.813,
Graphs-e-007,graphs,SBERT,truncation,short_answer,8,8,0.6712,
Graphs-e-007,graphs,SBERT,truncation,long_answer,157,157,0.8125,
Graphs-e-008,graphs,SBERT,truncation,short_answer,8,8,0.7311,
Graphs-e-008,graphs,SBERT,truncation,long_answer,160,160,0.7308,
Graphs-e-009,graphs,SBERT,truncation,short_answer,9,9,0.6544,
Graphs-e-009,graphs,SBERT,truncation,long_answer,160,160,0.7579,
Graphs-e-010,graphs,SBERT,truncation,short_answer,7,7,0.6767,
Graphs-e-010,graphs,SBERT,truncation,long_answer,147,147,0.8074,
Graphs-e-011,graphs,SBERT,truncation,short_answer,8,8,0.7271,
Graphs-e-011,graphs,SBERT,truncation,long_answer,134,134,0.7062,
Graphs-e-012,graphs,SBERT,truncation,short_answer,7,7,0.8106,
Graphs-e-012,graphs,SBERT,truncation,long_answer,123,123,0.6629,
Graphs-e-013,graphs,SBERT,truncation,short_answer,6,6,0.7587,
Graphs-e-013,graphs,SBERT,truncation,long_answer,164,164,0.8552,
Graphs-e-014,graphs,SBERT,truncation,short_answer,8,8,0.686,
Graphs-e-014,graphs,SBERT,truncation,long_answer,122,122,0.7893,
Graphs-e-015,graphs,SBERT,truncation,short_answer,6,6,0.8336,
Graphs-e-015,graphs,SBERT,truncation,long_answer,130,130,0.8661,
Graphs-e-016,graphs,SBERT,truncation,short_answer,7,7,0.7049,
Graphs-e-016,graphs,SBERT,truncation,long_answer,114,114,0.6146,
Graphs-e-017,graphs,SBERT,truncation,short_answer,8,8,0.7168,
Graphs-e-017,graphs,SBERT,truncation,long_answer,120,120,0.6198,
Graphs-e-018,graphs,SBERT,truncation,short_answer,6,6,0.8543,
Graphs-e-018,graphs,SBERT,truncation,long_answer,111,111,0.7653,
Graphs-e-019,graphs,SBERT,truncation,short_answer,8,8,0.5818,
Graphs-e-019,graphs,SBERT,truncation,long_answer,99,99,0.6184,
Graphs-e-020,graphs,SBERT,truncation,short_answer,8,8,0.8232,
Graphs-e-020,graphs,SBERT,truncation,long_answer,100,100,0.6834,
Graphs-e-001,graphs,SBERT,truncation,short_answer,8,8,0.6592,
Graphs-e-001,graphs,SBERT,truncation,long_answer,230,230,0.768,
Graphs-e-002,graphs,SBERT,truncation,short_answer,9,9,0.8103,
Graphs-e-002,graphs,SBERT,truncation,long_answer,213,213,0.802,
Graphs-e-003,graphs,SBERT,truncation,short_answer,9,9,0.6859,
Graphs-e-003,graphs,SBERT,truncation,long_answer,176,176,0.6928,
Graphs-e-004,graphs,SBERT,truncation,short_answer,5,5,0.7494,
Graphs-e-004,graphs,SBERT,truncation,long_answer,167,167,0.7752,
Graphs-e-005,graphs,SBERT,truncation,short_answer,6,6,0.5917,
Graphs-e-005,graphs,SBERT,truncation,long_answer,195,195,0.7392,
Graphs-e-006,graphs,SBERT,truncation,short_answer,7,7,0.784,
Graphs-e-006,graphs,SBERT,truncation,long_answer,151,151,0.813,
Graphs-e-007,graphs,SBERT,truncation,short_answer,8,8,0.6712,
Graphs-e-007,graphs,SBERT,truncation,long_answer,157,157,0.8125,
Graphs-e-008,graphs,SBERT,truncation,short_answer,8,8,0.7311,
Graphs-e-008,graphs,SBERT,truncation,long_answer,160,160,0.7308,
Graphs-e-009,graphs,SBERT,truncation,short_answer,9,9,0.6544,
Graphs-e-009,graphs,SBERT,truncation,long_answer,160,160,0.7579,
Graphs-e-010,graphs,SBERT,truncation,short_answer,7,7,0.6767,
Graphs-e-010,graphs,SBERT,truncation,long_answer,147,147,0.8074,
Graphs-e-011,graphs,SBERT,truncation,short_answer,8,8,0.7271,
Graphs-e-011,graphs,SBERT,truncation,long_answer,134,134,0.7062,
Graphs-e-012,graphs,SBERT,truncation,short_answer,7,7,0.8106,
Graphs-e-012,graphs,SBERT,truncation,long_answer,123,123,0.6629,
Graphs-e-013,graphs,SBERT,truncation,short_answer,6,6,0.7587,
Graphs-e-013,graphs,SBERT,truncation,long_answer,164,164,0.8552,
Graphs-e-014,graphs,SBERT,truncation,short_answer,8,8,0.686,
Graphs-e-014,graphs,SBERT,truncation,long_answer,122,122,0.7893,
Graphs-e-015,graphs,SBERT,truncation,short_answer,6,6,0.8336,
Graphs-e-015,graphs,SBERT,truncation,long_answer,130,130,0.8661,
Graphs-e-016,graphs,SBERT,truncation,short_answer,7,7,0.7049,
Graphs-e-016,graphs,SBERT,truncation,long_answer,114,114,0.6146,
Graphs-e-017,graphs,SBERT,truncation,short_answer,8,8,0.7168,
Graphs-e-017,graphs,SBERT,truncation,long_answer,120,120,0.6198,
Graphs-e-018,graphs,SBERT,truncation,short_answer,6,6,0.8543,
Graphs-e-018,graphs,SBERT,truncation,long_answer,111,111,0.7653,
Graphs-e-019,graphs,SBERT,truncation,short_answer,8,8,0.5818,
Graphs-e-019,graphs,SBERT,truncation,long_answer,99,99,0.6184,
Graphs-e-020,graphs,SBERT,truncation,short_answer,8,8,0.8232,
Graphs-e-020,graphs,SBERT,truncation,long_answer,100,100,0.6834,
Graphs-e-001,graphs,SBERT,truncation,short_answer,8,8,0.6592,
Graphs-e-001,graphs,SBERT,truncation,long_answer,230,230,0.768,
Graphs-e-002,graphs,SBERT,truncation,short_answer,9,9,0.8103,
Graphs-e-002,graphs,SBERT,truncation,long_answer,213,213,0.802,
Graphs-e-003,graphs,SBERT,truncation,short_answer,9,9,0.6859,
Graphs-e-003,graphs,SBERT,truncation,long_answer,176,176,0.6928,
Graphs-e-004,graphs,SBERT,truncation,short_answer,5,5,0.7494,
Graphs-e-004,graphs,SBERT,truncation,long_answer,167,167,0.7752,
Graphs-e-005,graphs,SBERT,truncation,short_answer,6,6,0.5917,
Graphs-e-005,graphs,SBERT,truncation,long_answer,195,195,0.7392,
Graphs-e-006,graphs,SBERT,truncation,short_answer,7,7,0.784,
Graphs-e-006,graphs,SBERT,truncation,long_answer,151,151,0.813,
Graphs-e-007,graphs,SBERT,truncation,short_answer,8,8,0.6712,
Graphs-e-007,graphs,SBERT,truncation,long_answer,157,157,0.8125,
Graphs-e-008,graphs,SBERT,truncation,short_answer,8,8,0.7311,
Graphs-e-008,graphs,SBERT,truncation,long_answer,160,160,0.7308,
Graphs-e-009,graphs,SBERT,truncation,short_answer,9,9,0.6544,
Graphs-e-009,graphs,SBERT,truncation,long_answer,160,160,0.7579,
Graphs-e-010,graphs,SBERT,truncation,short_answer,7,7,0.6767,
Graphs-e-010,graphs,SBERT,truncation,long_answer,147,147,0.8074,
Graphs-e-011,graphs,SBERT,truncation,short_answer,8,8,0.7271,
Graphs-e-011,graphs,SBERT,truncation,long_answer,134,134,0.7062,
Graphs-e-012,graphs,SBERT,truncation,short_answer,7,7,0.8106,
Graphs-e-012,graphs,SBERT,truncation,long_answer,123,123,0.6629,
Graphs-e-013,graphs,SBERT,truncation,short_answer,6,6,0.7587,
Graphs-e-013,graphs,SBERT,truncation,long_answer,164,164,0.8552,
Graphs-e-014,graphs,SBERT,truncation,short_answer,8,8,0.686,
Graphs-e-014,graphs,SBERT,truncation,long_answer,122,122,0.7893,
Graphs-e-015,graphs,SBERT,truncation,short_answer,6,6,0.8336,
Graphs-e-015,graphs,SBERT,truncation,long_answer,130,130,0.8661,
Graphs-e-016,graphs,SBERT,truncation,short_answer,7,7,0.7049,
Graphs-e-016,graphs,SBERT,truncation,long_answer,114,114,0.6146,
Graphs-e-017,graphs,SBERT,truncation,short_answer,8,8,0.7168,
Graphs-e-017,graphs,SBERT,truncation,long_answer,120,120,0.6198,
Graphs-e-018,graphs,SBERT,truncation,short_answer,6,6,0.8543,
Graphs-e-018,graphs,SBERT,truncation,long_answer,111,111,0.7653,
Graphs-e-019,graphs,SBERT,truncation,short_answer,8,8,0.5818,
Graphs-e-019,graphs,SBERT,truncation,long_answer,99,99,0.6184,
Graphs-e-020,graphs,SBERT,truncation,short_answer,8,8,0.8232,
Graphs-e-020,graphs,SBERT,truncation,long_answer,100,100,0.6834,
greedy_algorithm-e-001,greedy_algorithm,SBERT,truncation,short_answer,9,9,0.8662,
greedy_algorithm-e-001,greedy_algorithm,SBERT,truncation,long_answer,219,219,0.7136,
greedy_algorithm-e-002,greedy_algorithm,SBERT,truncation,short_answer,8,8,0.6858,
greedy_algorithm-e-002,greedy_algorithm,SBERT,truncation,long_answer,162,162,0.6718,
greedy_algorithm-e-003,greedy_algorithm,SBERT,truncation,short_answer,8,8,0.7119,
greedy_algorithm-e-003,greedy_algorithm,SBERT,truncation,long_answer,161,161,0.7524,
greedy_algorithm-e-004,greedy_algorithm,SBERT,truncation,short_answer,6,6,0.5677,
greedy_algorithm-e-004,greedy_algorithm,SBERT,truncation,long_answer,138,138,0.6915,
greedy_algorithm-e-005,greedy_algorithm,SBERT,truncation,short_answer,7,7,0.7829,
greedy_algorithm-e-005,greedy_algorithm,SBERT,truncation,long_answer,153,153,0.7495,
greedy_algorithm-e-006,greedy_algorithm,SBERT,truncation,short_answer,6,6,0.7852,
greedy_algorithm-e-006,greedy_algorithm,SBERT,truncation,long_answer,132,132,0.799,
greedy_algorithm-e-007,greedy_algorithm,SBERT,truncation,short_answer,7,7,0.6961,
greedy_algorithm-e-007,greedy_algorithm,SBERT,truncation,long_answer,130,130,0.7775,
greedy_algorithm-e-008,greedy_algorithm,SBERT,truncation,short_answer,9,9,0.7308,
greedy_algorithm-e-008,greedy_algorithm,SBERT,truncation,long_answer,109,109,0.6777,
